owner_official,kind,official_name,descriptor,expected_named_name,present,evidence
com/corrodinggames/rts/gameFramework/i/b,field,i,Z,seenInSavedSelection,True,loadModSelection marks this true for mods seen in saved SettingsEngine.modSettings; new-mod auto-disable logic checks it
com/corrodinggames/rts/gameFramework/i/b,field,j,Z,rwmodPackage,True,Set when a source path is an .rwmod package; mod-info loading and deletion logic special-case this flag
com/corrodinggames/rts/gameFramework/i/b,field,k,J,workshopId,True,Loaded from /steam.dat [steam] id and written by saveWorkshopId; identifies the Steam Workshop item
com/corrodinggames/rts/gameFramework/i/b,field,l,Z,seenInCurrentScan,True,"ModManager scan resets this false, sets it true for discovered mods, and removes stale entries left false"
com/corrodinggames/rts/gameFramework/i/b,field,r,Z,modInfoLoaded,True,refreshModInfo sets this after attempting to read mod-info metadata
com/corrodinggames/rts/gameFramework/i/b,field,x,I,scanOrder,True,registerOrUpdateMod stores the scan-order/load-order integer here; compareToModInfo sorts by it before display name
com/corrodinggames/rts/gameFramework/i/b,field,L,I,stableSortId,True,Constructor assigns incrementing K++ value and ModManager.findModByInternalId searches this id
com/corrodinggames/rts/gameFramework/i/b,field,U,Ljava/util/ArrayList;,loadWarnings,True,addLoadWarning appends unique warning strings and getStatusText displays up to three warnings
com/corrodinggames/rts/gameFramework/i/b,field,V,Ljava/util/ArrayList;,loadErrors,True,addLoadError appends load error strings for later status reporting
com/corrodinggames/rts/gameFramework/i/b,method,n,()V,updateSourceFolderForNestedModInfo,True,Looks for a nested mod-info.txt and logs Changing mod sourceFolder to: when the real source folder is one directory deeper
com/corrodinggames/rts/gameFramework/i/b,method,c,(Ljava/lang/String;)Ljava/lang/String;,getModInfoValue,True,Reads a key from the [mod] section of the loaded mod-info ini
com/corrodinggames/rts/gameFramework/i/b,method,w,()Ljava/lang/String;,getSteamDatPath,True,Private helper returns the normalized source path plus /steam.dat for workshop id persistence
com/corrodinggames/rts/gameFramework/i/b,method,a,(J)Z,saveWorkshopId,True,Writes [steam] id:<workshopId> to steam.dat and stores the id on this ModInfo
com/corrodinggames/rts/gameFramework/i/b,method,s,()Ljava/lang/String;,getMemoryUsageSummary,True,Formats image/sound memory counters as %.2f mb and appends disabled status text
com/corrodinggames/rts/gameFramework/i/b,method,t,()V,logMemoryUsage,True,Logs Mod: '<name>' - Memory use: <summary> using getMemoryUsageSummary
com/corrodinggames/rts/gameFramework/i/b,method,u,()Z,deleteModFile,True,Logs Trying to delete mod and Delete result while removing a deletable mod package/file
com/corrodinggames/rts/gameFramework/i/b,method,v,()Z,canDeleteModFile,True,"Returns whether this mod's package/source can be deleted, with .rwmod and built-in/source checks"
com/corrodinggames/rts/gameFramework/i/b,method,a,(Lcom/corrodinggames/rts/gameFramework/i/b;)I,compareToModInfo,True,Compares ModInfo entries by scanOrder and display name; synthetic compareTo(Object) delegates here
com/corrodinggames/rts/game/units/custom/ag,method,a,(Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/bb;,readLocalizedStringData,True,"Wrapper around ini.readLocalizedString(section,key,default,false) returning a custom localized-string data object"
com/corrodinggames/rts/game/units/custom/ag,method,a,(Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/aj;,readDynamicLocalizedString,True,Wrapper around ini dynamic localized-string reader with CustomUnitMetadata context
com/corrodinggames/rts/game/units/custom/ag,method,a,(Ljava/lang/String;Ljava/lang/Exception;Lcom/corrodinggames/rts/game/units/as;)V,reportUnitTypeLoadException,True,Extracts ModInfo from CustomUnitMetadata-backed UnitType and delegates to the ModInfo-aware custom-unit load error reporter
com/corrodinggames/rts/game/units/custom/ag,method,a,(Lcom/corrodinggames/rts/gameFramework/i/b;Ljava/lang/String;Z)Ljava/lang/String;,formatModRelativePathForError,True,Strips the mod source path from an absolute custom-unit path and optionally appends (in mod <name>) for load error messages
com/corrodinggames/rts/game/units/custom/ag,method,a,(Ljava/lang/String;Ljava/lang/Exception;Lcom/corrodinggames/rts/gameFramework/i/b;)V,reportCustomUnitLoadException,True,"Logs Error while loading unit, formats a mod-relative path, and records the error on ModInfo or throws if no mod is available"
com/corrodinggames/rts/game/units/custom/ag,method,a,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,joinUnitResourcePath,True,"Ensures the base path ends with /, strips leading / or \ from child, and concatenates for unit resource lookup"
com/corrodinggames/rts/game/units/custom/ag,method,a,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/util/ArrayList;,parseAutoTriggerEventList,True,"Parses comma-separated autoTriggerOnEvent entries, including eventName(key=value,...) parameter maps; NONE/empty returns null"
